korok_id,korok_found,korok_location,korok_num,korok_type,korok_coord_start,korok_coord_end,korok_desc,
131,0,North Hyrule Field,75,*,"-2278, -0403, 0398",,"North the Sage Temple Ruins, hop inside one of the ruins until you see a stack of blocks. Use your Ultrahand to move one of the blocks and stack it on the left side of the block piece so that it resembles a set of stairs.",
132,0,North Hyrule Field,76,*,"-2479, -0642, 0208",,"At the very top of the Ancient Tree Stump, glide your way across to land at the Korok spot.",
133,0,North Hyrule Field,77,*,"-2601, -0668, 0213",,"At the start of the bridge leading to the Ancient Tree Stump, underneath it, there will be a hanging Korok seed. Shoot it with an arrow to get your Korok seed.",
134,1,North Hyrule Field,78,Pop the Cork,"-2198, 0798, 0170",,On the western bank of the Regencia River.,
135,0,,,,"-2220, -0693, 0243",,,
136,0,South Hyrule Field,1,Lift the Rock,"-1798, -0321, 0119",,"South of Satori Mountain, a Korok will be waiting underneath a small rock on a hill overlooking the landscape.",
137,0,South Hyrule Field,2,Sparkle Cloud,"-1741, -0399, 0120",,"Just north of the Rutile Lake, there is a small hill holding a Korok tree stump. Stand on it to make a target stump appear. Glide over and land on it to recieve your reward.",
138,0,South Hyrule Field,3,Lift the Rock,"-1648, -0686, 0137",,"Same as the previous one, this one will be hiding near Rutile Lake. Go south and look for an open tree stump with a small rock in it. Lift the rock and a Korok will be waiting to give you a Korok seed.",
139,0,South Hyrule Field,4,Lift the Rock,"-1820, -0973, 0143",,"Southwest from Satori Mountain, in a small forest, hides a Korok underneath a rock at the top of a big tree.",
140,0,South Hyrule Field,5,Sparkle Cloud,"-1556, 0816, 0062",,"Underneath a small cave, you will need to ascend the Korok stump to exit the other side and get your Korok seed.",
141,0,South Hyrule Field,6+7,Reunite Friends,"-1968, -1090, 0098",,"Northwest of Nima Plain, near Sonapan Shrine, this little Korok will ask you to reunite him with his friend.",
142,0,South Hyrule Field,8,Lift the Rock,"-1630, -1023, 0012",,"Just south from the previous Korok mission, this one will be hiding on top of a big tree in a small forest. Climb the tree and pick up the rock to reveal a Korok.",
143,0,South Hyrule Field,9,Sparkle Cloud,"-1550, -1000, 0027",,"Northeast from Nima Plain, on the Sanidin Park Ruins, a whirlwind of leaves will be hovering over a fountain. Examine it to reveal a Korok.",
144,0,South Hyrule Field,10,Sparkle Cloud,"-1354, -1309, 0046",,"For this particular Korok puzzle, you will have to offer the two shrines, two golden apples. It can not be substituted for red apples. Once you offer the two apples, a Korok will appear and you can pick up and store your apples back to your inventory.",
145,0,South Hyrule Field,11,Sparkle Cloud,"-1423, -1295, 0032",,"Located east from Safula Hill, the whirlwind of leaves will be floating on a small hill overlooking Regencia River.",
146,0,South Hyrule Field,12,Sparkle Cloud,"-1319, -1259, 0033",,"Located north in Dalite Forest, look for two statues, where you will need to follow a small flower hopping around them.",
147,0,South Hyrule Field,13,Sparkle Cloud,"-1518, -1507, 0043",,A Korok seed will be hanging underneath Manhala Bridge. Shoot it down with your bow to get your reward.,
148,0,South Hyrule Field,14+15,Reunite Friends,"-1639, -1631, 0009",,"Time to help your little friend reach his other friend. As with most of these missions, his friend will be located across the river. He will be waiting for your help near a small forest near Manhala Bridge.",
149,0,South Hyrule Field,16+17,Reunite Friends,"-1700, -1825, -0016",,"Next to the Old Coliseum Ruins, near the Outskirts Stables, there will be three nearby Koroks. One of them is waiting for you to help him reach his friend.",
150,1,South Hyrule Field,18,Shoot the Acorn,**,,"Part of the Koroks near the Outskirts Stables, is this little fellow hiding inside one of the logs stacked together. Shoot the seed to reveal a Korok.",
151,0,South Hyrule Field,19,Sparkle Cloud,"-1293, -2214, 0311",,"This Korok is near the Old Coliseum Ruins, however, it is easier to reach it coming from the Outskirts Stables since it is located on the surface without needing to climb your way up the Coliseum. Offer two red apples to the statues and a Korok will appear above them. As with the other offerings, you can only offer red apples, not any other type, such as golden.",
152,0,South Hyrule Field,20,Lift the Rock,"-1435, -1952, 0218",,"This little Korok will be hiding north from the Digdogg Suspension Bridge, atop a big tree and underneath a rock.",
153,0,South Hyrule Field,21,Sparkle Cloud,"-1515, -1921, 0132",,"At the Digdogg Suspension Bridge, underneath the first bridge, arriving north, there will be a Korok seed hanging. Glide to the platform next to the bridge, to get a better view and shot at the seed.",
154,0,South Hyrule Field,22,Sparkle Cloud,"-0930, -2208, 0081",,This Korok will be hiding underneath the same bridge as the previous Korok. It will be hiding on a blocked tree stump with a cork. Take the sailing boat and stick the loose side of the cork on the boat. Build a Korok Fan to blow the boat away from the cork in the stump and thus generate enough force to pop it out.,
155,0,South Hyrule Field,23,*,"-0885, -2255, 0014",,"Just before the start of the second bridge on Digdogg Suspension Bridge, there will be a Korok hidden underneath a rock that stand on a small platform below the bridge.",
156,0,South Hyrule Field,24,Lift the Rock,"-0789, -2232, 0087",,"On the very top of Mount Hylia, lies a Korok hidden underneath a rock.",
157,0,South Hyrule Field,25,Sparkle Cloud,"-0125, -0936, 0043",,"North of Mount Hylia, on the Great Plateau region, lies a mountain where the Great Plateau West Chasm is located. North from the Chasm, there is an icy pool of water with two arrows pointing towards the middle of such pool. Do not attempt to swim it, or you will start to quickly loose health due to the coldness of the water. Instead, grab the icy fruit that is near and attach the icy fruit to your arrows to shoot them at the water. This will create ice platform you can jump on them. Continue to build these platforms until you reach the pointing arrows' destination and a Korok will appear.",
158,0,South Hyrule Field,26,Lift the Rock,"-0281, -1579, 0052",,"Northwest, below the Great Plateau West Chasm mountain, there will be a wall of ruined towers. On the other side of such wall, there is a small platform you can glide over and land. Pick up the rock that lies on the platform and a Korok will reveal itself.",
159,0,South Hyrule Field,27,Sparkle Cloud,"0202, -0887, 0066",,North of the Great Plateau South Chasm is a hidden Korok stump that will require you to use ascend.,
160,1,South Hyrule Field,28,Block Puzzle,"0288, -1203, 0027",,"Just a little north and next of the Great Plateau South Chasm, there is a huge crevasse. Glide to the very bottom of the crevasse and you will find a Korok Block Puzzle. Fit the loose block as seen on the above picture and a Korok will appear.",
161,0,South Hyrule Field,29,Sparkle Cloud,"0228, -1608, 0009",,"For these set of statues, you will need to offer some mighty bananas. The latter can be picked from banana trees that are most commonly seen in Lake Floria and Eventide Island.",
162,0,South Hyrule Field,30,Sparkle Cloud,"0065, -1756, 0040",,"In the forest north of Whistling Hill Cave, look for a chopped tree stomp with a dandelion standing on top.",
163,0,South Hyrule Field,31,Sparkle Cloud,"0002, -1900, 0108",,"Atop a nearby wooden post, near a forest north from the Outpost Ruins, there is a spinning leaf object. Stand near the object and three balloons will appear in front of you. The balloons will move horizontally, however, they will move at a moderate pace for you to shoot them all.",
164,0,South Hyrule Field,32,Sparkle Cloud,"-0238, -1922, 0041",,"At the very center of Whistling Hill, you will find a whirlwind of leaves floating in the middle.",
165,0,South Hyrule Field,33+34,Reunite Friends,"-0190, -2248, 0020",,"Near the shores of Hylia River, south of Riverside Stables, there will be a Korok waiting to be reunited with his friend.",
166,0,South Hyrule Field,35,Sparkle Cloud,"-0611, -1529, 0067",,"Underneath Proxim Bridge, use ascend on the hidden Korok wood stump to reveal a Korok on the other side.",
167,0,South Hyrule Field,36,Lift the Rock,"-0694, -1574, 0066",,"North of Scout's Hill, move the nearby rock on top of the branch so that it sits without falling. Once done, a Korok will appear to give you your reward.",
168,0,South Hyrule Field,37,Sparkle Cloud,"-0683, -1843, 0095",,"At the very center of Scout's Hill there will be ruins nearby. At an entrance ruin, there will be a flower sitting at the start of some small stairs. Follow the flower until the end to get your Korok seed.",
169,0,South Hyrule Field,38,Sparkle Cloud,"-0827, -1965, 0131",,"West of Scout's Hill, across the road, on a small hill, there will be a whirlwind of leaves wandering around. The Korok's location is also east of Eastern Abby near its side of the road.",
170,0,South Hyrule Field,39+40,Reunite Friends,"-0811, -1966, 0191",,"North of Lake Hylia, before before climbing the hill towards the bridge, lies a Korok waiting to be reunited with his friend who stands across the lake on a small island.",
171,0,South Hyrule Field,41,Sparkle Cloud,"-0889, -1908, 0106",,"South of the Gatepost Town Ruins, near the ruined walls north of the chasm, there will be a Korok hanging from a tree.",
172,0,South Hyrule Field,42+43,Reunite Friends,"-0953, -1721, 0095",,"South from where you found the hanging Korok seed, near the Chasm, there will be a Korok waiting for him to be reunited with his friend who sits at the center of an overlooking forest.",
173,0,South Hyrule Field,44,Sparkle Cloud,"-0949, -1836, 0101",,"Northwest from the Easter Abbey, there will be a Korok stump overlooking near the edge of a hill of the Great Plateau. Stand on the Korok stump to glide over and land to the objective.",
174,0,South Hyrule Field,45,Sparkle Cloud,"-0966 -1610, 0100",,"Near the entrance of the Temple of Time Ruins, take a left to stand on the inside of the tower. Look upwards and you shoot the balloon floating above you.",
175,1,South Hyrule Field,46,Sparkle Cloud,"-1209, -1687, 0082",,"At that same tower, go outside and climb the outside of the castle. Climb the very top of the tower to find a whirlwind floating around. Examine it to get your Korok seed.",
176,1,South Hyrule Field,47,Lift the Rock,"-1151, -1789, 0155",,"At the lake that stands in between the Temple of Time Ruins and the Great Plateau, there is a small platform that has a rock. Pick up the rock and a Korok will be hiding underneath it.",
177,0,South Hyrule Field,48,Sparkle Cloud,"-1128, -1971, 0144",,"Time to root out another cork. Located near the center of the Forest of Spirits, this one will be standing on top of a small hill. Attach the loose end on the nearby log and throw the log to the bottom to generate enough force to detach the cork.",
178,0,South Hyrule Field,49,Sparkle Cloud,"-1084, -2047, 0143",,"Inside a cave, before climbing the mountain that leads to the Forest of Spirits, there will be a Korok stump that you can use ascend to get the seed.",
179,1,South Hyrule Field,50,Pinwheel Archery,"-0472, -2035, 0072",,"Nort of the Forest of Spirits, there will be a leaf stick. Stand beside to reveal a Korok.",
